FileName,EggCount,Day,Repeat ,Condition,
well_5_2023-10-20_210430_.jpg,72,D1,1,Chem3_0.1,
well_6_2023-10-20_210435_.jpg,67,D1,1,Chem3_0.1,
well_7_2023-10-20_210441_.jpg,73,D1,1,Chem3_0.1,
well_8_2023-10-20_210446_.jpg,84,D1,1,Chem3_0.1,
well_9_2023-10-20_210452_.jpg,80,D1,1,Chem3_0.1,
well_10_2023-10-20_210457_.jpg,31,D1,1,Chem3_0.1,
well_11_2023-10-20_210503_.jpg,69,D1,1,Chem3_0.1,
well_12_2023-10-20_210508_.jpg,54,D1,1,Chem3_0.1,
well_13_2023-10-20_210514_.jpg,84,D1,1,Chem3_0.1,
well_14_2023-10-20_210520_.jpg,27,D1,1,Chem3_0.1,
well_15_2023-10-20_210525_.jpg,66,D1,1,Chem3_0.1,
well_16_2023-10-20_210531_.jpg,68,D1,1,Chem3_0.1,
well_17_2023-10-20_210536_.jpg,54,D1,1,Chem3_0.1,
well_18_2023-10-20_210542_.jpg,36,D1,1,Chem3_0.1,
well_19_2023-10-20_210547_.jpg,42,D1,1,Chem3_0.1,
well_20_2023-10-20_210553_.jpg,52,D1,1,Chem3_0.1,
well_21_2023-10-20_210558_.jpg,79,D1,1,Chem3_0.1,
well_22_2023-10-20_210604_.jpg,68,D1,1,Chem3_0.1,
well_23_2023-10-20_210610_.jpg,21,D1,1,Chem3_0.1,
well_24_2023-10-20_210615_.jpg,93,D1,1,Chem3_0.1,
well_2_2023-10-20_220105_.jpg,43,D3,1,Chem3_0.1,
well_3_2023-10-20_220111_.jpg,64,D3,1,Chem3_0.1,
well_4_2023-10-20_220116_.jpg,37,D3,1,Chem3_0.1,
well_5_2023-10-20_220122_.jpg,65,D3,1,Chem3_0.1,
well_6_2023-10-20_220127_.jpg,50,D3,1,Chem3_0.1,
well_7_2023-10-20_220133_.jpg,80,D3,1,Chem3_0.1,
well_8_2023-10-20_220139_.jpg,90,D3,1,Chem3_0.1,
well_9_2023-10-20_220144_.jpg,32,D3,1,Chem3_0.1,
well_10_2023-10-20_220150_.jpg,23,D3,1,Chem3_0.1,
well_11_2023-10-20_220155_.jpg,42,D3,1,Chem3_0.1,
well_12_2023-10-20_220201_.jpg,60,D3,1,Chem3_0.1,
well_13_2023-10-20_220207_.jpg,67,D3,1,Chem3_0.1,
well_14_2023-10-20_220212_.jpg,19,D3,1,Chem3_0.1,
well_15_2023-10-20_220218_.jpg,56,D3,1,Chem3_0.1,
well_16_2023-10-20_220223_.jpg,47,D3,1,Chem3_0.1,
well_17_2023-10-20_220229_.jpg,38,D3,1,Chem3_0.1,
well_18_2023-10-20_220234_.jpg,71,D3,1,Chem3_0.1,
well_19_2023-10-20_220240_.jpg,56,D3,1,Chem3_0.1,
well_20_2023-10-20_220246_.jpg,33,D3,1,Chem3_0.1,
well_21_2023-10-20_220251_.jpg,67,D3,1,Chem3_0.1,
well_22_2023-10-20_220257_.jpg,19,D3,1,Chem3_0.1,
well_23_2023-10-20_220302_.jpg,21,D3,1,Chem3_0.1,
well_24_2023-10-20_220308_.jpg,59,D3,1,Chem3_0.1,
well_25_2023-10-20_210621_.jpg,51,D1,1,Chem3_25,
well_26_2023-10-20_210626_.jpg,49,D1,1,Chem3_25,
well_27_2023-10-20_210632_.jpg,2,D1,1,Chem3_25,
well_28_2023-10-20_210637_.jpg,35,D1,1,Chem3_25,
well_29_2023-10-20_210643_.jpg,35,D1,1,Chem3_25,
well_30_2023-10-20_210648_.jpg,39,D1,1,Chem3_25,
well_31_2023-10-20_210654_.jpg,24,D1,1,Chem3_25,
well_32_2023-10-20_210700_.jpg,57,D1,1,Chem3_25,
well_33_2023-10-20_210705_.jpg,63,D1,1,Chem3_25,
well_34_2023-10-20_210711_.jpg,34,D1,1,Chem3_25,
well_35_2023-10-20_210716_.jpg,5,D1,1,Chem3_25,
well_36_2023-10-20_210722_.jpg,55,D1,1,Chem3_25,
well_37_2023-10-20_210727_.jpg,18,D1,1,Chem3_25,
well_38_2023-10-20_210733_.jpg,27,D1,1,Chem3_25,
well_39_2023-10-20_210738_.jpg,28,D1,1,Chem3_25,
well_40_2023-10-20_210744_.jpg,11,D1,1,Chem3_25,
well_41_2023-10-20_210749_.jpg,57,D1,1,Chem3_25,
well_42_2023-10-20_210755_.jpg,53,D1,1,Chem3_25,
well_43_2023-10-20_210801_.jpg,33,D1,1,Chem3_25,
well_44_2023-10-20_210806_.jpg,56,D1,1,Chem3_25,
well_45_2023-10-20_210812_.jpg,14,D1,1,Chem3_25,
well_46_2023-10-20_210817_.jpg,38,D1,1,Chem3_25,
well_47_2023-10-20_210823_.jpg,29,D1,1,Chem3_25,
well_48_2023-10-20_210829_.jpg,46,D1,1,Chem3_25,
well_25_2023-10-20_220313_.jpg,0,D3,1,Chem3_25,
well_26_2023-10-20_220319_.jpg,1,D3,1,Chem3_25,
well_27_2023-10-20_220324_.jpg,1,D3,1,Chem3_25,
well_28_2023-10-20_220330_.jpg,15,D3,1,Chem3_25,
well_29_2023-10-20_220335_.jpg,12,D3,1,Chem3_25,
well_30_2023-10-20_220341_.jpg,13,D3,1,Chem3_25,
well_31_2023-10-20_220347_.jpg,0,D3,1,Chem3_25,
well_32_2023-10-20_220352_.jpg,16,D3,1,Chem3_25,
well_33_2023-10-20_220358_.jpg,1,D3,1,Chem3_25,
well_34_2023-10-20_220403_.jpg,14,D3,1,Chem3_25,
well_35_2023-10-20_220409_.jpg,0,D3,1,Chem3_25,
well_36_2023-10-20_220414_.jpg,0,D3,1,Chem3_25,
well_37_2023-10-20_220420_.jpg,0,D3,1,Chem3_25,
well_38_2023-10-20_220426_.jpg,1,D3,1,Chem3_25,
well_39_2023-10-20_220431_.jpg,0,D3,1,Chem3_25,
well_40_2023-10-20_220437_.jpg,1,D3,1,Chem3_25,
well_41_2023-10-20_220442_.jpg,8,D3,1,Chem3_25,
well_42_2023-10-20_220448_.jpg,0,D3,1,Chem3_25,
well_43_2023-10-20_220453_.jpg,4,D3,1,Chem3_25,
well_44_2023-10-20_220459_.jpg,0,D3,1,Chem3_25,
well_45_2023-10-20_220504_.jpg,17,D3,1,Chem3_25,
well_46_2023-10-20_220510_.jpg,0,D3,1,Chem3_25,
well_47_2023-10-20_220516_.jpg,3,D3,1,Chem3_25,
well_48_2023-10-20_220521_.jpg,0,D3,1,Chem3_25,
well_1_2023-11-09_141319_.jpg,59,D1,2,WT,
well_2_2023-11-09_140857_.jpg,54,D1,2,WT,
well_3_2023-11-09_140903_.jpg,41,D1,2,WT,
well_4_2023-11-09_140908_.jpg,43,D1,2,WT,
well_5_2023-11-09_140914_.jpg,40,D1,2,WT,
well_6_2023-11-09_140919_.jpg,49,D1,2,WT,
well_7_2023-11-09_140925_.jpg,81,D1,2,WT,
well_8_2023-11-09_140931_.jpg,40,D1,2,WT,
well_9_2023-11-09_140936_.jpg,31,D1,2,WT,
well_10_2023-11-09_140942_.jpg,25,D1,2,WT,
well_11_2023-11-09_140947_.jpg,8,D1,2,WT,
well_12_2023-11-09_140953_.jpg,5,D1,2,WT,
well_13_2023-11-09_140958_.jpg,41,D1,2,WT,
well_14_2023-11-09_141004_.jpg,8,D1,2,WT,
well_15_2023-11-09_141009_.jpg,16,D1,2,WT,
well_16_2023-11-09_141015_.jpg,40,D1,2,WT,
well_17_2023-11-09_141020_.jpg,10,D1,2,WT,
well_18_2023-11-09_141026_.jpg,18,D1,2,WT,
well_19_2023-11-09_141031_.jpg,14,D1,2,WT,
well_20_2023-11-09_141037_.jpg,26,D1,2,WT,
well_21_2023-11-09_141043_.jpg,32,D1,2,WT,
well_22_2023-11-09_141048_.jpg,25,D1,2,WT,
well_23_2023-11-09_141054_.jpg,40,D1,2,WT,
well_24_2023-11-09_141059_.jpg,33,D1,2,WT,
well_2_2023-11-09_154841_.jpg,27,D3,2,WT,
well_3_2023-11-09_154846_.jpg,38,D3,2,WT,
well_4_2023-11-09_154852_.jpg,25,D3,2,WT,
well_5_2023-11-09_154858_.jpg,61,D3,2,WT,
well_6_2023-11-09_154903_.jpg,57,D3,2,WT,
well_7_2023-11-09_154909_.jpg,47,D3,2,WT,
well_8_2023-11-09_154914_.jpg,36,D3,2,WT,
well_9_2023-11-09_154920_.jpg,33,D3,2,WT,
well_10_2023-11-09_154925_.jpg,33,D3,2,WT,
well_11_2023-11-09_154931_.jpg,50,D3,2,WT,
well_12_2023-11-09_154936_.jpg,51,D3,2,WT,
well_13_2023-11-09_154942_.jpg,44,D3,2,WT,
well_14_2023-11-09_154948_.jpg,36,D3,2,WT,
well_15_2023-11-09_154953_.jpg,32,D3,2,WT,
well_16_2023-11-09_154959_.jpg,38,D3,2,WT,
well_17_2023-11-09_155005_.jpg,25,D3,2,WT,
well_18_2023-11-09_155010_.jpg,67,D3,2,WT,
well_1_2023-12-13_143213_.jpg,31,D7,2,WT,
well_2_2023-12-13_143219_.jpg,3,D7,2,WT,
well_3_2023-12-13_143224_.jpg,50,D7,2,WT,
well_4_2023-12-13_143230_.jpg,1,D7,2,WT,
well_5_2023-12-13_143236_.jpg,0,D7,2,WT,
well_6_2023-12-13_143241_.jpg,0,D7,2,WT,
well_7_2023-12-13_143247_.jpg,68,D7,2,WT,
well_8_2023-12-13_143252_.jpg,15,D7,2,WT,
well_9_2023-12-13_143258_.jpg,8,D7,2,WT,
well_10_2023-12-13_143303_.jpg,6,D7,2,WT,
well_11_2023-12-13_143309_.jpg,52,D7,2,WT,
well_12_2023-12-13_143314_.jpg,22,D7,2,WT,
well_13_2023-12-13_143320_.jpg,21,D7,2,WT,
well_14_2023-12-13_143325_.jpg,4,D7,2,WT,
well_15_2023-12-13_143331_.jpg,43,D7,2,WT,
well_16_2023-12-13_143337_.jpg,83,D7,2,WT,
well_17_2023-12-13_143342_.jpg,36,D7,2,WT,
well_18_2023-12-13_143348_.jpg,11,D7,2,WT,
well_19_2023-12-13_143353_.jpg,12,D7,2,WT,
well_20_2023-12-13_143359_.jpg,11,D7,2,WT,
well_21_2023-12-13_143404_.jpg,39,D7,2,WT,
well_22_2023-12-13_143410_.jpg,32,D7,2,WT,
well_23_2023-12-13_143415_.jpg,30,D7,2,WT,
well_24_2023-12-13_143421_.jpg,20,D7,2,WT,
well_25_2023-11-09_141105_.jpg,33,D1,2,DMSO,
well_26_2023-11-09_141110_.jpg,22,D1,2,DMSO,
well_27_2023-11-09_141116_.jpg,16,D1,2,DMSO,
well_28_2023-11-09_141121_.jpg,33,D1,2,DMSO,
well_29_2023-11-09_141127_.jpg,25,D1,2,DMSO,
well_30_2023-11-09_141133_.jpg,30,D1,2,DMSO,
well_31_2023-11-09_141138_.jpg,8,D1,2,DMSO,
well_32_2023-11-09_141144_.jpg,19,D1,2,DMSO,
well_33_2023-11-09_141149_.jpg,8,D1,2,DMSO,
well_34_2023-11-09_141155_.jpg,25,D1,2,DMSO,
well_35_2023-11-09_141201_.jpg,34,D1,2,DMSO,
well_36_2023-11-09_141206_.jpg,62,D1,2,DMSO,
well_37_2023-11-09_141212_.jpg,33,D1,2,DMSO,
well_38_2023-11-09_141217_.jpg,66,D1,2,DMSO,
well_39_2023-11-09_141223_.jpg,32,D1,2,DMSO,
well_40_2023-11-09_141229_.jpg,50,D1,2,DMSO,
well_41_2023-11-09_141234_.jpg,46,D1,2,DMSO,
well_42_2023-11-09_141240_.jpg,32,D1,2,DMSO,
well_43_2023-11-09_141245_.jpg,45,D1,2,DMSO,
well_44_2023-11-09_141251_.jpg,79,D1,2,DMSO,
well_45_2023-11-09_141256_.jpg,18,D1,2,DMSO,
well_46_2023-11-09_141302_.jpg,19,D1,2,DMSO,
well_47_2023-11-09_141308_.jpg,21,D1,2,DMSO,
well_48_2023-11-09_141313_.jpg,52,D1,2,DMSO,
well_25_2023-11-09_154450_.jpg,48,D3,2,DMSO,
well_26_2023-11-09_154456_.jpg,87,D3,2,DMSO,
well_27_2023-11-09_154501_.jpg,10,D3,2,DMSO,
well_28_2023-11-09_154507_.jpg,89,D3,2,DMSO,
well_29_2023-11-09_154512_.jpg,79,D3,2,DMSO,
well_30_2023-11-09_154518_.jpg,99,D3,2,DMSO,
well_31_2023-11-09_154524_.jpg,87,D3,2,DMSO,
well_32_2023-11-09_154529_.jpg,68,D3,2,DMSO,
well_33_2023-11-09_154535_.jpg,67,D3,2,DMSO,
well_34_2023-11-09_154540_.jpg,56,D3,2,DMSO,
well_35_2023-11-09_154546_.jpg,70,D3,2,DMSO,
well_36_2023-11-09_154551_.jpg,98,D3,2,DMSO,
well_37_2023-11-09_154557_.jpg,78,D3,2,DMSO,
well_38_2023-11-09_154603_.jpg,85,D3,2,DMSO,
well_39_2023-11-09_154608_.jpg,53,D3,2,DMSO,
well_40_2023-11-09_154614_.jpg,76,D3,2,DMSO,
well_41_2023-11-09_154620_.jpg,62,D3,2,DMSO,
well_42_2023-11-09_154625_.jpg,85,D3,2,DMSO,
well_43_2023-11-09_154631_.jpg,65,D3,2,DMSO,
well_44_2023-11-09_154636_.jpg,96,D3,2,DMSO,
well_45_2023-11-09_154642_.jpg,65,D3,2,DMSO,
well_25_2023-12-13_143427_.jpg,2,D7,2,DMSO,
well_26_2023-12-13_143432_.jpg,34,D7,2,DMSO,
well_27_2023-12-13_143438_.jpg,28,D7,2,DMSO,
well_28_2023-12-13_143443_.jpg,35,D7,2,DMSO,
well_29_2023-12-13_143449_.jpg,8,D7,2,DMSO,
well_30_2023-12-13_143455_.jpg,22,D7,2,DMSO,
well_31_2023-12-13_143500_.jpg,40,D7,2,DMSO,
well_32_2023-12-13_143506_.jpg,33,D7,2,DMSO,
well_33_2023-12-13_143511_.jpg,14,D7,2,DMSO,
well_34_2023-12-13_143517_.jpg,15,D7,2,DMSO,
well_35_2023-12-13_143522_.jpg,8,D7,2,DMSO,
well_36_2023-12-13_143528_.jpg,10,D7,2,DMSO,
well_37_2023-12-13_143534_.jpg,12,D7,2,DMSO,
well_38_2023-12-13_143539_.jpg,12,D7,2,DMSO,
well_39_2023-12-13_143545_.jpg,11,D7,2,DMSO,
well_40_2023-12-13_143550_.jpg,5,D7,2,DMSO,
well_41_2023-12-13_143556_.jpg,16,D7,2,DMSO,
well_42_2023-12-13_143601_.jpg,8,D7,2,DMSO,
well_43_2023-12-13_143607_.jpg,13,D7,2,DMSO,
well_44_2023-12-13_143612_.jpg,15,D7,2,DMSO,
well_45_2023-12-13_143618_.jpg,13,D7,2,DMSO,
well_46_2023-12-13_143623_.jpg,15,D7,2,DMSO,
well_47_2023-12-13_143629_.jpg,15,D7,2,DMSO,
well_48_2023-12-13_143634_.jpg,5,D7,2,DMSO,
well_1_2023-11-09_142104_.jpg,14,D1,2,Rap_0.1,
well_2_2023-11-09_142109_.jpg,6,D1,2,Rap_0.1,
well_3_2023-11-09_142115_.jpg,11,D1,2,Rap_0.1,
well_4_2023-11-09_142120_.jpg,10,D1,2,Rap_0.1,
well_5_2023-11-09_142126_.jpg,8,D1,2,Rap_0.1,
well_6_2023-11-09_142131_.jpg,22,D1,2,Rap_0.1,
well_7_2023-11-09_142137_.jpg,8,D1,2,Rap_0.1,
well_8_2023-11-09_142143_.jpg,18,D1,2,Rap_0.1,
well_9_2023-11-09_142148_.jpg,17,D1,2,Rap_0.1,
well_10_2023-11-09_142154_.jpg,7,D1,2,Rap_0.1,
well_11_2023-11-09_142200_.jpg,5,D1,2,Rap_0.1,
